Date,Episode,Hour,Action,Battery_Energy,System_Loss
2024-12-03,6,10,"[0.9520929455757141, -0.1431894451379776, 0.603962779045105, -0.398384153842926, 0.728676974773407]",0.8,3.3224223090931027
2024-12-03,6,11,"[0.9675214290618896, -0.19042466580867767, 0.6292053461074829, -0.40796995162963867, 0.7697724103927612]",0.8,3.036772891151993
2024-12-03,6,12,"[0.9317664504051208, -0.373334676027298, 0.3012983798980713, -0.39337536692619324, 0.6948038935661316]",0.8,2.8490708759976986
2024-12-03,6,13,"[0.890091598033905, -0.3309331238269806, 0.2891051173210144, -0.35635921359062195, 0.6688417792320251]",0.8,2.3059653834795313
2024-12-03,6,14,"[0.8552426099777222, -0.38847213983535767, 0.15859965980052948, -0.42584750056266785, 0.49698248505592346]",0.8,2.7603115337863153
2024-12-03,6,15,"[0.9250015616416931, -0.4134514331817627, 0.10234147310256958, -0.42748451232910156, 0.32596227526664734]",0.8,2.3378498527559604
2024-12-03,6,16,"[0.9349814057350159, -0.2746535837650299, 0.298671692609787, -0.2936669588088989, 0.271714448928833]",0.8,2.9100167738475875
2024-12-03,6,17,"[0.9286478757858276, -0.32927635312080383, 0.3235304653644562, -0.27057084441185, 0.0620095431804657]",0.8,3.174689487590242
2024-12-03,6,18,"[0.9240233898162842, -0.3850937783718109, 0.20257854461669922, -0.36533862352371216, 0.1629738211631775]",0.8,3.9461961158131547
2024-12-03,6,19,"[0.936697781085968, -0.3386286497116089, 0.1956043243408203, -0.5006592273712158, 0.30053892731666565]",0.8,4.283516172041112
2024-12-03,6,20,"[0.9475011825561523, -0.23972389101982117, 0.420587956905365, -0.6243196129798889, 0.3422575294971466]",0.8,3.767744273140183
2024-12-03,6,21,"[0.9434023499488831, -0.23499976098537445, 0.35002321004867554, -0.6408541202545166, 0.19496825337409973]",0.8,3.029412420130055
2024-12-03,6,22,"[0.912079930305481, -0.14274004101753235, 0.44528594613075256, -0.6297855973243713, 0.24344873428344727]",0.8,2.5102606781176577
2024-12-03,6,23,"[0.8787590861320496, -0.2035689353942871, 0.3110067546367645, -0.5599929094314575, 0.432823121547699]",0.8,2.290067145538939
2024-12-03,6,24,"[0.8436586856842041, -0.19011904299259186, 0.21579408645629883, -0.5313289761543274, 0.43997541069984436]",0.8,2.1234116815827475
2024-12-03,7,1,"[0.8671916127204895, -0.28275108337402344, 0.24795463681221008, -0.4958522915840149, 0.501552402973175]",1.1501522195339202,1.9951204573111252
2024-12-03,7,2,"[0.8612145781517029, -0.20487678050994873, 0.3163363039493561, -0.4469977021217346, 0.5066450238227844]",0.8,2.0874890741397274
2024-12-03,7,3,"[0.8164259791374207, -0.13038960099220276, 0.19814139604568481, -0.45901840925216675, 0.5136489272117615]",0.8,2.0571871565822533
2024-12-03,7,4,"[0.8389998078346252, -0.2150757610797882, 0.23139309883117676, -0.462055504322052, 0.5519430637359619]",0.8,1.9586602476692931
2024-12-03,7,5,"[0.811585009098053, -0.15722589194774628, 0.23386816680431366, -0.4485551714897156, 0.6066730618476868]",0.8,2.181699198496092
2024-12-03,7,6,"[0.7986345291137695, -0.13297772407531738, 0.14750060439109802, -0.4994354546070099, 0.584510087966919]",0.8,1.916658880445438
2024-12-03,7,7,"[0.8581055402755737, -0.14877067506313324, 0.37170735001564026, -0.5034002065658569, 0.5566644072532654]",0.8,1.9468626567772533
2024-12-03,7,8,"[0.8113126754760742, -0.15697365999221802, 0.27271729707717896, -0.47361060976982117, 0.6134930849075317]",0.8,2.336041895846802
2024-12-03,7,9,"[0.890701174736023, -0.3046633303165436, 0.34844958782196045, -0.5997379422187805, 0.5663357377052307]",0.8,2.2305653120446065
2024-12-03,7,10,"[0.8974399566650391, -0.5208945274353027, 0.17050641775131226, -0.6512174010276794, 0.24311508238315582]",0.8,2.06911151517202
2024-12-03,7,11,"[0.9084125757217407, -0.4494219720363617, 0.3299916386604309, -0.642406165599823, 0.42517125606536865]",0.8,2.0442070390479516
2024-12-03,7,12,"[0.9250678420066833, -0.3766469657421112, 0.4397731125354767, -0.6038311123847961, 0.47200489044189453]",0.8,2.8810660385526106
2024-12-03,7,13,"[0.9101940393447876, -0.5041423439979553, 0.10244215279817581, -0.6872190833091736, 0.47793081402778625]",0.8,2.245196127239476
2024-12-03,7,14,"[0.7891963720321655, -0.2756665349006653, 0.015533359721302986, -0.6334704160690308, 0.5070668458938599]",0.8,2.357904961895768
2024-12-03,7,15,"[0.8529492616653442, -0.2899121642112732, 0.19974035024642944, -0.5234543085098267, 0.43872717022895813]",0.8,2.120678432236443
2024-12-03,7,16,"[0.7996792197227478, -0.2623092532157898, 0.15032370388507843, -0.5837715268135071, 0.5953805446624756]",0.8,1.952266972012726
2024-12-03,7,17,"[0.8521937727928162, -0.2339925616979599, 0.31357541680336, -0.5264735221862793, 0.5154265761375427]",0.8,2.0691797542030885
2024-12-03,7,18,"[0.8694655299186707, -0.23536017537117004, 0.3102128803730011, -0.5168672204017639, 0.5133044123649597]",0.8,2.4649200231934287
2024-12-03,7,19,"[0.8387243151664734, -0.21765676140785217, 0.1118541955947876, -0.5279919505119324, 0.5536482930183411]",0.8,2.266640953967241
2024-12-03,7,20,"[0.8395251035690308, -0.2077288031578064, 0.20197924971580505, -0.5168246030807495, 0.561008632183075]",0.8,2.2994846200076706
2024-12-03,7,21,"[0.8489365577697754, -0.23025557398796082, 0.20866616070270538, -0.5183693170547485, 0.5381038784980774]",0.8,2.0252807096833187
2024-12-03,7,22,"[0.8071286082267761, -0.20443600416183472, 0.19830027222633362, -0.46293890476226807, 0.6093573570251465]",0.8,2.025299011052704
2024-12-03,7,23,"[0.8571658134460449, -0.11971593648195267, 0.41756492853164673, -0.5053665041923523, 0.5858007669448853]",0.8,1.8382396576706361
2024-12-03,7,24,"[0.8053248524665833, -0.2067030370235443, 0.20582742989063263, -0.46120575070381165, 0.5996601581573486]",0.8,1.8661506628820514
2024-12-03,8,1,"[0.8424093723297119, -0.20128092169761658, 0.28967857360839844, -0.4291480779647827, 0.5194652080535889]",1.1744388151168823,1.8390111704775314
2024-12-03,8,2,"[0.7992846369743347, -0.2813798785209656, 0.1106775626540184, -0.4992060959339142, 0.5406672358512878]",0.8,1.5990423257915447
2024-12-03,8,3,"[0.7647161483764648, -0.3604113757610321, -0.03513796254992485, -0.3786057233810425, 0.4478130042552948]",0.8,1.675924250576038
2024-12-03,8,4,"[0.8088840246200562, -0.35239407420158386, 0.08088087290525436, -0.3301849961280823, 0.4714583456516266]",0.8,1.5015122010342798
2024-12-03,8,5,"[0.8059637546539307, -0.3033845126628876, 0.21479538083076477, -0.3118596374988556, 0.42153510451316833]",0.8,1.5916377749242827
